topk,nume,moeh,sed,h,ffnh,numh,numl,lr,bs,ti,N,Na,M,kvcache,D,D/N,Na/N,loss,smooth loss
3,8,2888,8664,1408,3904,11,16,0.001953,64,61035,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.379908,2.3346916571292597
1,89,352,352,1408,3904,11,16,0.001953,128,30517,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.474116,2.441396301497276
2,88,352,704,1408,3904,11,16,0.001953,128,30517,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.441264,2.404839684851781
1,8,3528,3528,1408,3904,11,16,0.001953,128,30517,2155174912,590436352,4096266240,45056,8000000000,3.711995697173372,0.2739621497598428,2.403748,2.370268995891091
3,8,2888,8664,1408,3904,11,16,0.001953,128,30517,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.365967,2.332168879136924
1,89,352,352,1408,3904,11,16,0.001953,256,15258,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.472469,2.451960566957802
2,88,352,704,1408,3904,11,16,0.001953,256,15258,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.437495,2.4177996440934333
1,8,3528,3528,1408,3904,11,16,0.001953,256,15258,2155174912,590436352,4096266240,45056,8000000000,3.711995697173372,0.2739621497598428,2.41006,2.3897766394013407
3,8,2888,8664,1408,3904,11,16,0.001953,256,15258,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.38457,2.363498130084066
1,89,352,352,1408,3904,11,16,0.001953,512,7629,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.471861,2.466153327040673
2,88,352,704,1408,3904,11,16,0.001953,512,7629,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.421734,2.416828029208529
1,8,3528,3528,1408,3904,11,16,0.001953,512,7629,2155174912,590436352,4096266240,45056,8000000000,3.711995697173372,0.2739621497598428,2.407892,2.4025714739598225
3,8,2888,8664,1408,3904,11,16,0.001953,512,7629,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.383399,2.377609969224856
1,89,352,352,1408,3904,11,16,0.002762,32,122070,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.595273,2.5160325472095724
2,88,352,704,1408,3904,11,16,0.002762,32,122070,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.557752,2.4809170171351105
1,8,3528,3528,1408,3904,11,16,0.002762,32,122070,2155174912,590436352,4096266240,45056,8000000000,3.711995697173372,0.2739621497598428,2.509628,2.436854830011
3,8,2888,8664,1408,3904,11,16,0.002762,32,122070,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.471576,2.3966545462640765
1,89,352,352,1408,3904,11,16,0.002762,64,61035,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.533806,2.48054991543712
2,88,352,704,1408,3904,11,16,0.002762,64,61035,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.475132,2.4273914960228278
1,8,3528,3528,1408,3904,11,16,0.002762,64,61035,2155174912,590436352,4096266240,45056,8000000000,3.711995697173372,0.2739621497598428,2.451466,2.402513438928274
3,8,2888,8664,1408,3904,11,16,0.002762,64,61035,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.406197,2.3598740519777026
1,89,352,352,1408,3904,11,16,0.002762,128,30517,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.489987,2.455776857266894
2,88,352,704,1408,3904,11,16,0.002762,128,30517,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.447815,2.41281913067221
1,8,3528,3528,1408,3904,11,16,0.002762,128,30517,2155174912,590436352,4096266240,45056,8000000000,3.711995697173372,0.2739621497598428,2.424412,2.390856011958729
3,8,2888,8664,1408,3904,11,16,0.002762,128,30517,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.408115,2.373854132958303
1,89,352,352,1408,3904,11,16,0.002762,256,15258,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.485152,2.4653752963664326
2,88,352,704,1408,3904,11,16,0.002762,256,15258,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.451155,2.432038211581705
1,8,3528,3528,1408,3904,11,16,0.002762,256,15258,2155174912,590436352,4096266240,45056,8000000000,3.711995697173372,0.2739621497598428,2.438347,2.41733747625271
3,8,2888,8664,1408,3904,11,16,0.002762,256,15258,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.410012,2.3900989847425107
1,89,352,352,1408,3904,11,16,0.002762,512,7629,2150612992,187973632,1681489920,45056,8000000000,3.719869651005995,0.0874046761082711,2.494019,2.4896387129248407
2,88,352,704,1408,3904,11,16,0.002762,512,7629,2150612992,232579072,1949122560,45056,8000000000,3.719869651005995,0.1081454789239922,2.464813,2.459327207142876
3,8,2888,8664,1408,3904,11,16,0.002762,512,7629,2156188672,1241270272,8001269760,45056,8000000000,3.710250454372112,0.5756779488358243,2.41654,2.41069524343821
1,89,352,352,1408,3904,11,16,0.0001726,32,305175,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.256191,2.340925199403488
2,88,352,704,1408,3904,11,16,0.0001726,32,305175,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.217917,2.299912294277308
1,8,3528,3528,1408,3904,11,16,0.0001726,32,305175,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.156363,2.2427308661960064
3,8,2888,8664,1408,3904,11,16,0.0001726,32,305175,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.128193,2.2136319388438275
1,89,352,352,1408,3904,11,16,0.0001726,64,152587,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.310169,2.3187983116412023
2,88,352,704,1408,3904,11,16,0.0001726,64,152587,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.269549,2.278439190186236
1,8,3528,3528,1408,3904,11,16,0.0001726,64,152587,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.220994,2.227928935761762
3,8,2888,8664,1408,3904,11,16,0.0001726,64,152587,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.198235,2.2029782568162584
1,89,352,352,1408,3904,11,16,0.0001726,128,76293,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.364941,2.312275908163364
2,88,352,704,1408,3904,11,16,0.0001726,128,76293,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.327717,2.276352173701084
1,8,3528,3528,1408,3904,11,16,0.0001726,128,76293,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.281683,2.232209838284184
3,8,2888,8664,1408,3904,11,16,0.0001726,128,76293,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.258966,2.210098566675687
1,89,352,352,1408,3904,11,16,0.0001726,256,38146,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.3016,2.324610665975448
2,88,352,704,1408,3904,11,16,0.0001726,256,38146,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.266267,2.2896192559793422
1,8,3528,3528,1408,3904,11,16,0.0001726,256,38146,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.223916,2.2483874145028
3,8,2888,8664,1408,3904,11,16,0.0001726,256,38146,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.203549,2.2270376947053925
1,89,352,352,1408,3904,11,16,0.0001726,512,19073,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.334049,2.352357797065014
2,88,352,704,1408,3904,11,16,0.0001726,512,19073,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.300384,2.318569872283675
1,8,3528,3528,1408,3904,11,16,0.0001726,512,19073,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.264473,2.2832297491169835
3,8,2888,8664,1408,3904,11,16,0.0001726,512,19073,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.241921,2.2596649074009845
1,89,352,352,1408,3904,11,16,0.0002441,32,305175,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.265493,2.3412146691153644
2,88,352,704,1408,3904,11,16,0.0002441,32,305175,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.219558,2.298464821334248
1,8,3528,3528,1408,3904,11,16,0.0002441,32,305175,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.156451,2.240427468378403
3,8,2888,8664,1408,3904,11,16,0.0002441,32,305175,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.125412,2.2087597346153824
1,89,352,352,1408,3904,11,16,0.0002441,64,152587,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.307632,2.3141221729716905
2,88,352,704,1408,3904,11,16,0.0002441,64,152587,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.261321,2.27158841631954
1,8,3528,3528,1408,3904,11,16,0.0002441,64,152587,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.214296,2.220997088873113
3,8,2888,8664,1408,3904,11,16,0.0002441,64,152587,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.186135,2.1926652544245564
1,89,352,352,1408,3904,11,16,0.0002441,128,76293,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.355638,2.3040369752627634
2,88,352,704,1408,3904,11,16,0.0002441,128,76293,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.315516,2.2661032528888883
1,8,3528,3528,1408,3904,11,16,0.0002441,128,76293,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.26913,2.2206660745978795
3,8,2888,8664,1408,3904,11,16,0.0002441,128,76293,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.243159,2.194933671287443
1,89,352,352,1408,3904,11,16,0.0002441,256,38146,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.288286,2.3106799317758107
2,88,352,704,1408,3904,11,16,0.0002441,256,38146,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.249627,2.2734960756645632
1,8,3528,3528,1408,3904,11,16,0.0002441,256,38146,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.206633,2.231468013730695
3,8,2888,8664,1408,3904,11,16,0.0002441,256,38146,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.186541,2.209606509773328
1,89,352,352,1408,3904,11,16,0.0002441,512,19073,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.311626,2.330136286182561
2,88,352,704,1408,3904,11,16,0.0002441,512,19073,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.27675,2.2946548964637543
1,8,3528,3528,1408,3904,11,16,0.0002441,512,19073,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.242126,2.259233415218058
3,8,2888,8664,1408,3904,11,16,0.0002441,512,19073,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.220498,2.2370665596076877
1,89,352,352,1408,3904,11,16,0.0003453,32,305175,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.269125,2.344877581954548
2,88,352,704,1408,3904,11,16,0.0003453,32,305175,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.223552,2.3014613775632378
1,8,3528,3528,1408,3904,11,16,0.0003453,32,305175,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.162439,2.243585398733248
3,8,2888,8664,1408,3904,11,16,0.0003453,32,305175,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.126539,2.209406793459441
1,89,352,352,1408,3904,11,16,0.0003453,64,152587,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.30254,2.313221809786379
2,88,352,704,1408,3904,11,16,0.0003453,64,152587,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.261167,2.270644947633365
1,8,3528,3528,1408,3904,11,16,0.0003453,64,152587,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.210758,2.2184348017998663
3,8,2888,8664,1408,3904,11,16,0.0003453,64,152587,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.180145,2.187384331976534
1,89,352,352,1408,3904,11,16,0.0003453,128,76293,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.350705,2.2993854044787616
2,88,352,704,1408,3904,11,16,0.0003453,128,76293,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.307494,2.2594969238216005
1,8,3528,3528,1408,3904,11,16,0.0003453,128,76293,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.262447,2.214261320132779
3,8,2888,8664,1408,3904,11,16,0.0003453,128,76293,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.234624,2.1865407604198226
1,89,352,352,1408,3904,11,16,0.0003453,256,38146,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.283039,2.305928332751915
2,88,352,704,1408,3904,11,16,0.0003453,256,38146,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.239542,2.262755116109115
1,8,3528,3528,1408,3904,11,16,0.0003453,256,38146,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.197092,2.221032188022176
3,8,2888,8664,1408,3904,11,16,0.0003453,256,38146,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.173956,2.1973099264455422
1,89,352,352,1408,3904,11,16,0.0003453,512,19073,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.303638,2.3216271353939795
2,88,352,704,1408,3904,11,16,0.0003453,512,19073,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.261723,2.2788635647349897
1,8,3528,3528,1408,3904,11,16,0.0003453,512,19073,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.224935,2.2431598532718184
3,8,2888,8664,1408,3904,11,16,0.0003453,512,19073,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.203276,2.220487521754455
1,89,352,352,1408,3904,11,16,0.0004883,32,305175,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.275272,2.3504138982875182
2,88,352,704,1408,3904,11,16,0.0004883,32,305175,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.232079,2.307997764421316
1,8,3528,3528,1408,3904,11,16,0.0004883,32,305175,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.171497,2.252884013184928
3,8,2888,8664,1408,3904,11,16,0.0004883,32,305175,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.135169,2.215373931640713
1,89,352,352,1408,3904,11,16,0.0004883,64,152587,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.30311,2.314013100194778
2,88,352,704,1408,3904,11,16,0.0004883,64,152587,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.259794,2.2715459974312844
1,8,3528,3528,1408,3904,11,16,0.0004883,64,152587,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.212455,2.21963571564059
3,8,2888,8664,1408,3904,11,16,0.0004883,64,152587,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.178107,2.186934478687052
1,89,352,352,1408,3904,11,16,0.0004883,128,76293,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.35408,2.302801679158547
2,88,352,704,1408,3904,11,16,0.0004883,128,76293,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.306601,2.257514463556802
1,8,3528,3528,1408,3904,11,16,0.0004883,128,76293,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.257777,2.211225922709345
3,8,2888,8664,1408,3904,11,16,0.0004883,128,76293,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.230365,2.1811501908441917
1,89,352,352,1408,3904,11,16,0.0004883,256,38146,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.280579,2.3034101338180504
2,88,352,704,1408,3904,11,16,0.0004883,256,38146,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.234902,2.2577424270903994
1,8,3528,3528,1408,3904,11,16,0.0004883,256,38146,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.190672,2.2135200219388778
3,8,2888,8664,1408,3904,11,16,0.0004883,256,38146,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.165782,2.189343530752258
1,89,352,352,1408,3904,11,16,0.0004883,512,19073,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.291452,2.310159989078
2,88,352,704,1408,3904,11,16,0.0004883,512,19073,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.252309,2.269473237001105
1,8,3528,3528,1408,3904,11,16,0.0004883,512,19073,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.215856,2.2339543509766253
3,8,2888,8664,1408,3904,11,16,0.0004883,512,19073,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.191516,2.2092606230263034
1,89,352,352,1408,3904,11,16,0.0006905,32,305175,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.286544,2.358616336813115
2,88,352,704,1408,3904,11,16,0.0006905,32,305175,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.250158,2.315792609183232
1,8,3528,3528,1408,3904,11,16,0.0006905,32,305175,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.180176,2.259006939946126
3,8,2888,8664,1408,3904,11,16,0.0006905,32,305175,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.145858,2.223540439680387
1,89,352,352,1408,3904,11,16,0.0006905,64,152587,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.311377,2.321344556576669
2,88,352,704,1408,3904,11,16,0.0006905,64,152587,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.264209,2.274504585105847
1,8,3528,3528,1408,3904,11,16,0.0006905,64,152587,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.212717,2.221747270164679
3,8,2888,8664,1408,3904,11,16,0.0006905,64,152587,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.180968,2.1901076770214725
1,89,352,352,1408,3904,11,16,0.0006905,128,76293,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.353772,2.304734961184664
2,88,352,704,1408,3904,11,16,0.0006905,128,76293,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.307311,2.2582273596643314
1,8,3528,3528,1408,3904,11,16,0.0006905,128,76293,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.258601,2.2101925422960877
3,8,2888,8664,1408,3904,11,16,0.0006905,128,76293,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.225799,2.1789930295067337
1,89,352,352,1408,3904,11,16,0.0006905,256,38146,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.277998,2.3001236434810406
2,88,352,704,1408,3904,11,16,0.0006905,256,38146,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.232838,2.2573087568911103
1,8,3528,3528,1408,3904,11,16,0.0006905,256,38146,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.187069,2.211793787893876
3,8,2888,8664,1408,3904,11,16,0.0006905,256,38146,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.161329,2.1852806233741275
1,89,352,352,1408,3904,11,16,0.0006905,512,19073,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.287701,2.3066037999953557
2,88,352,704,1408,3904,11,16,0.0006905,512,19073,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.246404,2.2644662790427104
3,8,2888,8664,1408,3904,11,16,0.0006905,512,19073,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.183465,2.2005089491166427
1,89,352,352,1408,3904,11,16,0.0009766,32,305175,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.304546,2.371680618800123
2,88,352,704,1408,3904,11,16,0.0009766,32,305175,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.25586,2.328126186761612
1,8,3528,3528,1408,3904,11,16,0.0009766,32,305175,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.195978,2.274793021843701
1,89,352,352,1408,3904,11,16,0.0009766,64,152587,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.313376,2.3261434545684345
2,88,352,704,1408,3904,11,16,0.0009766,64,152587,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.268949,2.280676875827089
1,8,3528,3528,1408,3904,11,16,0.0009766,64,152587,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.217528,2.228951550944453
3,8,2888,8664,1408,3904,11,16,0.0009766,64,152587,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.185306,2.194810209569748
1,89,352,352,1408,3904,11,16,0.0009766,128,76293,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.358315,2.306510488877982
2,88,352,704,1408,3904,11,16,0.0009766,128,76293,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.313399,2.2628288172774016
1,8,3528,3528,1408,3904,11,16,0.0009766,128,76293,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.258084,2.210714166260746
3,8,2888,8664,1408,3904,11,16,0.0009766,128,76293,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.225691,2.1781399328053803
1,89,352,352,1408,3904,11,16,0.0009766,256,38146,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.276402,2.300142096314674
2,88,352,704,1408,3904,11,16,0.0009766,256,38146,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.232587,2.2567202027348063
1,8,3528,3528,1408,3904,11,16,0.0009766,256,38146,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.190347,2.2141962230639645
3,8,2888,8664,1408,3904,11,16,0.0009766,256,38146,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.159604,2.1828834174095326
1,89,352,352,1408,3904,11,16,0.0009766,512,19073,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.287766,2.3061576839795963
2,88,352,704,1408,3904,11,16,0.0009766,512,19073,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.247565,2.264858968485268
1,8,3528,3528,1408,3904,11,16,0.0009766,512,19073,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.21974,2.23643496868047
3,8,2888,8664,1408,3904,11,16,0.0009766,512,19073,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.189866,2.206710632962087
1,89,352,352,1408,3904,11,16,0.001381,32,305175,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.337021,2.3994683031732995
2,88,352,704,1408,3904,11,16,0.001381,32,305175,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.277295,2.3421324455450767
1,8,3528,3528,1408,3904,11,16,0.001381,32,305175,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.228214,2.299098580637006
3,8,2888,8664,1408,3904,11,16,0.001381,32,305175,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.177114,2.250935320633561
1,89,352,352,1408,3904,11,16,0.001381,64,152587,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.321369,2.33478386552406
2,88,352,704,1408,3904,11,16,0.001381,64,152587,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.280031,2.2905554166492075
1,8,3528,3528,1408,3904,11,16,0.001381,64,152587,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.225905,2.2376294990301373
3,8,2888,8664,1408,3904,11,16,0.001381,64,152587,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.192065,2.2017265732202818
1,89,352,352,1408,3904,11,16,0.001381,128,76293,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.35714,2.304232148527952
2,88,352,704,1408,3904,11,16,0.001381,128,76293,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.315576,2.266158065289213
1,8,3528,3528,1408,3904,11,16,0.001381,128,76293,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.267751,2.2209012719916497
3,8,2888,8664,1408,3904,11,16,0.001381,128,76293,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.228078,2.1810055623011384
1,89,352,352,1408,3904,11,16,0.001381,256,38146,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.281535,2.303122478018086
2,88,352,704,1408,3904,11,16,0.001381,256,38146,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.238606,2.2608963321509328
1,8,3528,3528,1408,3904,11,16,0.001381,256,38146,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.195251,2.2191078278834486
3,8,2888,8664,1408,3904,11,16,0.001381,256,38146,2156188672,1241270272,8001269760,45056,20000000000,9.27562613593028,0.5756779488358243,2.16621,2.189170539018717
1,89,352,352,1408,3904,11,16,0.001381,512,19073,2150612992,187973632,1681489920,45056,20000000000,9.299674127514988,0.0874046761082711,2.292971,2.3106409899351745
2,88,352,704,1408,3904,11,16,0.001381,512,19073,2150612992,232579072,1949122560,45056,20000000000,9.299674127514988,0.1081454789239922,2.254474,2.272111301234652
1,8,3528,3528,1408,3904,11,16,0.001381,512,19073,2155174912,590436352,4096266240,45056,20000000000,9.279989242933429,0.2739621497598428,2.231658,2.2486814996639874
