h,ffnh,numh,numl,lr,bs,ti,D,N,D/N,loss,smooth loss
2048,8192,16,16,0.003906,256,38146,20000000000,1073741824,18.62645149230957,2.23983,2.258831690533254
1024,9552,16,8,0.001953,512,4768,5000000000,268304384,18.635550882388863,2.63094,2.607894374414208
1280,9472,10,10,0.0004883,736,5307,8000000000,429260800,18.63668893129771,2.531322,2.525450677092133
2048,8192,16,16,0.007812,352,27743,20000000000,1073741824,18.62645149230957,6.743149,6.73571543802407
1024,9552,16,8,0.002762,352,6935,5000000000,268304384,18.635550882388863,2.616125,2.5830125676037974
2048,8192,16,16,0.0009766,736,13268,20000000000,1073741824,18.62645149230957,2.238556,2.2498280168810645
2048,8192,16,16,0.002762,192,50862,20000000000,1073741824,18.62645149230957,2.248962,2.2434560723371963
960,9368,15,7,0.0221,128,15258,4000000000,214663680,18.63379962553516,6.431684,6.4086953699228335
1024,9552,16,8,0.001381,1024,2384,5000000000,268304384,18.635550882388863,2.693075,2.686592594721186
960,9368,15,7,0.0004883,64,30517,4000000000,214663680,18.63379962553516,2.659871,2.6542962158769807
1280,9048,10,13,0.0003453,128,38146,10000000000,536872960,18.626380438307045,2.425556,2.405782321806987
1280,9472,10,10,0.001381,352,11097,8000000000,429260800,18.63668893129771,2.486072,2.4587137338643057
1280,9472,10,10,0.01562,64,61035,8000000000,429260800,18.63668893129771,2.700709,2.650525978516681
960,9368,15,7,0.007812,352,5548,4000000000,214663680,18.63379962553516,2.772547,2.741625105497537
1024,9552,16,8,0.001381,2048,1192,5000000000,268304384,18.635550882388863,2.84042,2.8343878343164266
960,9368,15,7,0.0009766,352,5548,4000000000,214663680,18.63379962553516,2.715641,2.6846682194045064
1024,9552,16,8,0.005524,192,12715,5000000000,268304384,18.635550882388863,2.643045,2.611020572428977
1024,9552,16,8,0.0004883,512,4768,5000000000,268304384,18.635550882388863,2.685467,2.663103011664366
960,9368,15,7,0.01562,1024,1907,4000000000,214663680,18.63379962553516,6.378222,6.393284731198573
960,9368,15,7,0.0004883,192,10172,4000000000,214663680,18.63379962553516,2.724123,2.6816827070911446
1024,9552,16,8,0.005524,128,19073,5000000000,268304384,18.635550882388863,2.655128,2.6263501971449084
1280,9048,10,13,0.01105,736,6634,10000000000,536872960,18.626380438307045,6.616936,6.61290759177233
960,9368,15,7,0.0009766,256,7629,4000000000,214663680,18.63379962553516,2.721377,2.6694754366569136
1280,9048,10,13,0.0004883,352,13871,10000000000,536872960,18.626380438307045,2.445285,2.4197991531506813
2048,8192,16,16,0.0009766,352,27743,20000000000,1073741824,18.62645149230957,2.249527,2.23268363954196
2048,8192,16,16,0.005524,736,13268,20000000000,1073741824,18.62645149230957,2.320776,2.3308349610695167
960,9368,15,7,0.002762,1024,1907,4000000000,214663680,18.63379962553516,2.729779,2.7466915344656577
960,9368,15,7,0.005524,1024,1907,4000000000,214663680,18.63379962553516,2.816,2.833183397302776
1280,9048,10,13,0.0004883,256,19073,10000000000,536872960,18.626380438307045,2.443535,2.4071926393259875
1280,9048,10,13,0.0003453,352,13871,10000000000,536872960,18.626380438307045,2.46044,2.4354421776308763
1280,9472,10,10,0.0009766,256,15258,8000000000,429260800,18.63668893129771,2.474115,2.455249524448122
2048,8192,16,16,0.01105,512,19073,20000000000,1073741824,18.62645149230957,6.63567,6.622312062558842
1280,9472,10,10,0.003906,32,122070,8000000000,429260800,18.63668893129771,2.616258,2.5367829716895383
960,9368,15,7,0.002762,2048,953,4000000000,214663680,18.63379962553516,2.971467,2.9696952352056467
1024,9552,16,8,0.0009766,32,76293,5000000000,268304384,18.635550882388863,2.617991,2.575981100188799
1280,9472,10,10,0.005524,1024,3814,8000000000,429260800,18.63668893129771,2.57109,2.575900690275763
960,9368,15,7,0.0221,192,10172,4000000000,214663680,18.63379962553516,6.438018,6.399321029407974
960,9368,15,7,0.0004883,1024,1907,4000000000,214663680,18.63379962553516,2.826662,2.8445161973129336
2048,8192,16,16,0.001953,256,38146,20000000000,1073741824,18.62645149230957,2.21602,2.238067777297017
1280,9048,10,13,0.001953,256,19073,10000000000,536872960,18.626380438307045,2.438773,2.402242611050125
1280,9472,10,10,0.01562,736,5307,8000000000,429260800,18.63668893129771,6.764997,6.746063812221507
2048,8192,16,16,0.0006905,128,76293,20000000000,1073741824,18.62645149230957,2.280087,2.230343494952712
1024,9552,16,8,0.005524,2048,1192,5000000000,268304384,18.635550882388863,2.882199,2.8765211356563123
960,9368,15,7,0.007812,512,3814,4000000000,214663680,18.63379962553516,2.732217,2.743556364314312
960,9368,15,7,0.01562,64,30517,4000000000,214663680,18.63379962553516,6.540029,6.571811170500211
960,9368,15,7,0.007812,256,7629,4000000000,214663680,18.63379962553516,2.766615,2.71339719661744
1280,9472,10,10,0.01105,256,15258,8000000000,429260800,18.63668893129771,6.792455,6.774886395531548
1280,9048,10,13,0.0006905,736,6634,10000000000,536872960,18.626380438307045,2.446677,2.4404739285283528
2048,8192,16,16,0.0002441,192,50862,20000000000,1073741824,18.62645149230957,2.257426,2.252984040218123
960,9368,15,7,0.01105,1024,1907,4000000000,214663680,18.63379962553516,2.890114,2.907126609070297
2048,8192,16,16,0.0004883,256,38146,20000000000,1073741824,18.62645149230957,2.213455,2.237397550703959
1280,9472,10,10,0.001953,1024,3814,8000000000,429260800,18.63668893129771,2.50353,2.5066591024266067
1280,9048,10,13,0.0003453,256,19073,10000000000,536872960,18.626380438307045,2.458564,2.4216699408153097
1280,9048,10,13,0.001381,64,76293,10000000000,536872960,18.626380438307045,2.403389,2.3900626490278105
1280,9472,10,10,0.001381,128,30517,8000000000,429260800,18.63668893129771,2.47554,2.442050473087887
1024,9552,16,8,0.0006905,352,6935,5000000000,268304384,18.635550882388863,2.654888,2.6211321632716227
1280,9048,10,13,0.01562,64,76293,10000000000,536872960,18.626380438307045,6.962783,6.93203443200691
960,9368,15,7,0.0221,256,7629,4000000000,214663680,18.63379962553516,6.75994,6.729994606121708
2048,8192,16,16,0.0009766,2048,4768,20000000000,1073741824,18.62645149230957,2.317703,2.2986398929387257
2048,8192,16,16,0.002762,512,19073,20000000000,1073741824,18.62645149230957,2.248156,2.2653986348941078
960,9368,15,7,0.003906,736,2653,4000000000,214663680,18.63379962553516,2.701895,2.719399190238791
2048,8192,16,16,0.0003453,512,19073,20000000000,1073741824,18.62645149230957,2.242803,2.260770707521293
2048,8192,16,16,0.005524,352,27743,20000000000,1073741824,18.62645149230957,2.302316,2.284050936364587
1024,9552,16,8,0.0004883,2048,1192,5000000000,268304384,18.635550882388863,2.927715,2.920992432407538
1280,9472,10,10,0.001953,128,30517,8000000000,429260800,18.63668893129771,2.471306,2.437312829445773
1024,9552,16,8,0.01562,64,38146,5000000000,268304384,18.635550882388863,6.494721,6.516194877529977
960,9368,15,7,0.01105,2048,953,4000000000,214663680,18.63379962553516,3.159467,3.1576974493435697
2048,8192,16,16,0.0003453,192,50862,20000000000,1073741824,18.62645149230957,2.246505,2.242920403933849
1280,9048,10,13,0.003906,2048,2384,10000000000,536872960,18.626380438307045,2.568378,2.5695079139037613
1024,9552,16,8,0.002762,256,9536,5000000000,268304384,18.635550882388863,2.637852,2.571951059130169
2048,8192,16,16,0.0004883,192,50862,20000000000,1073741824,18.62645149230957,2.239966,2.236697549643896
1280,9048,10,13,0.001381,512,9536,10000000000,536872960,18.626380438307045,2.405013,2.407884532704824
960,9368,15,7,0.01562,512,3814,4000000000,214663680,18.63379962553516,5.582024,5.594832235349551
1024,9552,16,8,0.002762,1024,2384,5000000000,268304384,18.635550882388863,2.674322,2.6683958999872317
1280,9472,10,10,0.001953,352,11097,8000000000,429260800,18.63668893129771,2.488431,2.460959253850316
1024,9552,16,8,0.0221,192,12715,5000000000,268304384,18.635550882388863,6.486854,6.495118193586004
1280,9472,10,10,0.01105,1024,3814,8000000000,429260800,18.63668893129771,6.66748,6.665428282609576
1280,9048,10,13,0.001953,736,6634,10000000000,536872960,18.626380438307045,2.432185,2.42564354671966
1280,9472,10,10,0.003906,2048,1907,8000000000,429260800,18.63668893129771,2.617099,2.62912052634966
1280,9048,10,13,0.002762,512,9536,10000000000,536872960,18.626380438307045,2.42058,2.4232957936713166
2048,8192,16,16,0.003906,736,13268,20000000000,1073741824,18.62645149230957,2.27793,2.288667615296244
1024,9552,16,8,0.0009766,352,6935,5000000000,268304384,18.635550882388863,2.645484,2.6112296655042093
1280,9472,10,10,0.007812,512,7629,8000000000,429260800,18.63668893129771,2.547803,2.544156176795116
1024,9552,16,8,0.001381,512,4768,5000000000,268304384,18.635550882388863,2.646957,2.6224054255081097
2048,8192,16,16,0.0004883,2048,4768,20000000000,1073741824,18.62645149230957,2.342306,2.3236109999399304
1280,9472,10,10,0.0009766,512,7629,8000000000,429260800,18.63668893129771,2.479511,2.475055851234072
1280,9472,10,10,0.0003453,32,122070,8000000000,429260800,18.63668893129771,2.544524,2.466443964054162
1024,9552,16,8,0.001381,736,3317,5000000000,268304384,18.635550882388863,2.681343,2.660437386735527
960,9368,15,7,0.0006905,512,3814,4000000000,214663680,18.63379962553516,2.707428,2.7191424121673275
1024,9552,16,8,0.0221,2048,1192,5000000000,268304384,18.635550882388863,6.699949,6.68768675606345
960,9368,15,7,0.003906,32,61035,4000000000,214663680,18.63379962553516,2.628925,2.6712544522625468
1280,9472,10,10,0.01105,352,11097,8000000000,429260800,18.63668893129771,6.581015,6.576566234048034
1280,9472,10,10,0.0006905,32,122070,8000000000,429260800,18.63668893129771,2.533162,2.4591246872439463
2048,8192,16,16,0.002762,128,76293,20000000000,1073741824,18.62645149230957,2.304629,2.25022060953364
960,9368,15,7,0.003906,2048,953,4000000000,214663680,18.63379962553516,2.926355,2.924835676948212
960,9368,15,7,0.01105,32,61035,4000000000,214663680,18.63379962553516,2.811954,2.8505922745069108
1280,9472,10,10,0.003906,192,20345,8000000000,429260800,18.63668893129771,2.529133,2.489868725503982
2048,8192,16,16,0.007812,2048,4768,20000000000,1073741824,18.62645149230957,6.59868,6.5933164568949225
1024,9552,16,8,0.005524,256,9536,5000000000,268304384,18.635550882388863,2.688909,2.6230393303915123
1280,9472,10,10,0.01105,64,61035,8000000000,429260800,18.63668893129771,2.72486,2.678436985646936
1280,9048,10,13,0.001953,64,76293,10000000000,536872960,18.626380438307045,2.41042,2.3989255545084798
2048,8192,16,16,0.005524,256,38146,20000000000,1073741824,18.62645149230957,2.254219,2.273970863300261
1280,9048,10,13,0.01105,352,13871,10000000000,536872960,18.626380438307045,6.489928,6.492745991813823
1280,9472,10,10,0.01562,32,122070,8000000000,429260800,18.63668893129771,2.813473,2.733964392104671
960,9368,15,7,0.007812,2048,953,4000000000,214663680,18.63379962553516,3.108078,3.1060655958463808
1024,9552,16,8,0.001953,64,38146,5000000000,268304384,18.635550882388863,2.551027,2.5622150564562416
2048,8192,16,16,0.007812,736,13268,20000000000,1073741824,18.62645149230957,6.190779,6.187508966410672
1280,9472,10,10,0.01562,2048,1907,8000000000,429260800,18.63668893129771,6.861295,6.857521264886584
2048,8192,16,16,0.0003453,352,27743,20000000000,1073741824,18.62645149230957,2.267754,2.250771657692368
960,9368,15,7,0.007812,192,10172,4000000000,214663680,18.63379962553516,2.753373,2.710786214341092
2048,8192,16,16,0.0002441,2048,4768,20000000000,1073741824,18.62645149230957,2.398758,2.380455223991377
2048,8192,16,16,0.001381,2048,4768,20000000000,1073741824,18.62645149230957,2.320039,2.3014881550883337
1024,9552,16,8,0.0221,64,38146,5000000000,268304384,18.635550882388863,6.23363,6.257100507243094
1024,9552,16,8,0.01105,256,9536,5000000000,268304384,18.635550882388863,2.737506,2.673256607089131
2048,8192,16,16,0.0006905,32,305175,20000000000,1073741824,18.62645149230957,2.203712,2.2725051728536285
1024,9552,16,8,0.005524,32,76293,5000000000,268304384,18.635550882388863,2.738793,2.696815171785145
960,9368,15,7,0.003906,512,3814,4000000000,214663680,18.63379962553516,2.676975,2.6879335887279576
1280,9048,10,13,0.0009766,192,25431,10000000000,536872960,18.626380438307045,2.408832,2.391563120654175
960,9368,15,7,0.01105,192,10172,4000000000,214663680,18.63379962553516,6.857866,6.829120527575071
2048,8192,16,16,0.007812,192,50862,20000000000,1073741824,18.62645149230957,2.331586,2.328265847552637
1280,9472,10,10,0.0009766,128,30517,8000000000,429260800,18.63668893129771,2.476604,2.4428757610753
2048,8192,16,16,0.01105,736,13268,20000000000,1073741824,18.62645149230957,6.734363,6.724944460809833
1024,9552,16,8,0.0006905,512,4768,5000000000,268304384,18.635550882388863,2.662106,2.6401858680647834
1024,9552,16,8,0.003906,64,38146,5000000000,268304384,18.635550882388863,2.568457,2.5792918937954386
2048,8192,16,16,0.001953,32,305175,20000000000,1073741824,18.62645149230957,2.262191,2.3238127534382707
960,9368,15,7,0.001953,512,3814,4000000000,214663680,18.63379962553516,2.667096,2.6784694150777715
1280,9048,10,13,0.01105,192,25431,10000000000,536872960,18.626380438307045,7.055141,7.038286262583683
960,9368,15,7,0.01562,2048,953,4000000000,214663680,18.63379962553516,6.002366,5.9984104429104335
1024,9552,16,8,0.007812,256,9536,5000000000,268304384,18.635550882388863,2.711705,2.646295293074601
2048,8192,16,16,0.0006905,736,13268,20000000000,1073741824,18.62645149230957,2.242578,2.254350653846214
1280,9472,10,10,0.0003453,1024,3814,8000000000,429260800,18.63668893129771,2.575605,2.579771727736504
960,9368,15,7,0.001381,192,10172,4000000000,214663680,18.63379962553516,2.690785,2.646480124884845
1280,9048,10,13,0.002762,2048,2384,10000000000,536872960,18.626380438307045,2.523633,2.5253561374399958
1024,9552,16,8,0.003906,192,12715,5000000000,268304384,18.635550882388863,2.606055,2.575564849292016
1024,9552,16,8,0.003906,1024,2384,5000000000,268304384,18.635550882388863,2.689183,2.6827329297490143
960,9368,15,7,0.0009766,736,2653,4000000000,214663680,18.63379962553516,2.719412,2.736743069634883
960,9368,15,7,0.001953,192,10172,4000000000,214663680,18.63379962553516,2.678309,2.6354087319012782
1280,9048,10,13,0.01105,256,19073,10000000000,536872960,18.626380438307045,7.080257,7.081637462543506
1280,9048,10,13,0.0009766,736,6634,10000000000,536872960,18.626380438307045,2.430597,2.424540414959166
2048,8192,16,16,0.001381,352,27743,20000000000,1073741824,18.62645149230957,2.254553,2.2366284560660663
1024,9552,16,8,0.002762,64,38146,5000000000,268304384,18.635550882388863,2.549712,2.5641079338158064
1280,9472,10,10,0.0004883,256,15258,8000000000,429260800,18.63668893129771,2.492113,2.472840592466056
2048,8192,16,16,0.003906,128,76293,20000000000,1073741824,18.62645149230957,2.334246,2.2823062100461837
2048,8192,16,16,0.0006905,1024,9536,20000000000,1073741824,18.62645149230957,2.273412,2.262331111509398
1280,9048,10,13,0.01562,1024,4768,10000000000,536872960,18.626380438307045,6.592252,6.578960878662608
1280,9048,10,13,0.002762,256,19073,10000000000,536872960,18.626380438307045,2.443509,2.4088396754860524
2048,8192,16,16,0.01105,128,76293,20000000000,1073741824,18.62645149230957,2.587584,2.5315228126939986
1280,9048,10,13,0.0009766,2048,2384,10000000000,536872960,18.626380438307045,2.521229,2.5234768228048288
1280,9472,10,10,0.007812,1024,3814,8000000000,429260800,18.63668893129771,2.618799,2.6239233367682564
1280,9472,10,10,0.002762,64,61035,8000000000,429260800,18.63668893129771,2.505248,2.4577739769235007
2048,8192,16,16,0.01105,256,38146,20000000000,1073741824,18.62645149230957,6.404082,6.414333699300203
1280,9048,10,13,0.01562,352,13871,10000000000,536872960,18.626380438307045,6.683849,6.683761423151819
1024,9552,16,8,0.01105,736,3317,5000000000,268304384,18.635550882388863,2.781426,2.7600392243945384
1280,9472,10,10,0.007812,352,11097,8000000000,429260800,18.63668893129771,2.553871,2.5282197507652477
1280,9472,10,10,0.01105,32,122070,8000000000,429260800,18.63668893129771,2.782995,2.710207534451808
2048,8192,16,16,0.007812,64,152587,20000000000,1073741824,18.62645149230957,2.420851,2.438091077187602
2048,8192,16,16,0.002762,2048,4768,20000000000,1073741824,18.62645149230957,2.34449,2.3259752827502704
1024,9552,16,8,0.007812,1024,2384,5000000000,268304384,18.635550882388863,2.748874,2.7416026945169287
1280,9472,10,10,0.005524,2048,1907,8000000000,429260800,18.63668893129771,2.672505,2.684560768682925
960,9368,15,7,0.0006905,2048,953,4000000000,214663680,18.63379962553516,3.008752,3.007616803962798
960,9368,15,7,0.001953,352,5548,4000000000,214663680,18.63379962553516,2.68571,2.655325328745719
1280,9048,10,13,0.0004883,1024,4768,10000000000,536872960,18.626380438307045,2.483511,2.482703303865062
1280,9048,10,13,0.0006905,512,9536,10000000000,536872960,18.626380438307045,2.419067,2.42127879130518
1024,9552,16,8,0.0009766,256,9536,5000000000,268304384,18.635550882388863,2.661541,2.596064296633827
1024,9552,16,8,0.0006905,736,3317,5000000000,268304384,18.635550882388863,2.697439,2.676306991536404
1280,9472,10,10,0.01105,2048,1907,8000000000,429260800,18.63668893129771,6.815764,6.815125592521136
1280,9048,10,13,0.007812,64,76293,10000000000,536872960,18.626380438307045,2.633095,2.6190783049399933
2048,8192,16,16,0.003906,1024,9536,20000000000,1073741824,18.62645149230957,2.303002,2.293279015471381
1024,9552,16,8,0.005524,1024,2384,5000000000,268304384,18.635550882388863,2.734537,2.7276815703786177
1024,9552,16,8,0.001953,192,12715,5000000000,268304384,18.635550882388863,2.597195,2.5672125530761174
960,9368,15,7,0.005524,64,30517,4000000000,214663680,18.63379962553516,2.696332,2.692232921436638
