h,ffnh,numh,numl,lr,bs,ti,D,N,D/N,loss,smooth loss
960,9368,15,7,0.002762,1024,5426,11400000000,214663680,53.10632893277521,2.540675,2.546176865308965
1024,9552,16,8,0.0004883,256,27141,14200000000,268304384,52.92496450598437,2.469035,2.481519202499491
1280,9472,10,10,0.000691,2048,5424,22700000000,429260800,52.88160484255725,2.424709,2.4213014580088883
1024,9552,16,8,0.005524,192,36188,14200000000,268304384,52.92496450598437,2.411026,2.4471006022211514
1280,9048,10,13,0.000691,32,434112,28400000000,536872960,52.898920444792005,2.195842,2.316750689355359
2048,8192,16,16,0.001953,352,78929,56900000000,1073741824,52.99225449562073,2.105952,2.123291444800266
1280,9472,10,10,0.0111,1024,10848,22700000000,429260800,52.88160484255725,7.013677,7.000409005549047
1280,9048,10,13,0.000488,64,217056,28400000000,536872960,52.898920444792005,2.161534,2.2853505653225485
2048,8192,16,16,0.001381,1024,27132,56900000000,1073741824,52.99225449562073,2.141294,2.13678743777201
1280,9472,10,10,0.00552,128,86784,22700000000,429260800,52.88160484255725,2.412631,2.3627708777545755
1024,9552,16,8,0.01562,32,217132,14200000000,268304384,52.92496450598437,5.594361,5.659202326918656
1280,9472,10,10,0.000345,96,115712,22700000000,429260800,52.88160484255725,2.396455,2.35187619765156
1280,9472,10,10,0.000488,512,21696,22700000000,429260800,52.88160484255725,2.387799,2.362019119315545
1024,9552,16,8,0.002762,256,27141,14200000000,268304384,52.92496450598437,2.421335,2.434543648665181
1024,9552,16,8,0.0006905,192,36188,14200000000,268304384,52.92496450598437,2.431351,2.464487352382852
1280,9472,10,10,0.00195,1024,10848,22700000000,429260800,52.88160484255725,2.372669,2.361091902164192
1280,9472,10,10,0.00391,256,43392,22700000000,429260800,52.88160484255725,2.35955,2.3295375861016905
1024,9552,16,8,0.001381,512,13570,14200000000,268304384,52.92496450598437,2.482986,2.467942893692151
960,9368,15,7,0.007812,192,28940,11400000000,214663680,53.10632893277521,2.512998,2.5436255329921296
1280,9472,10,10,0.000345,32,347137,22700000000,429260800,52.88160484255725,2.439997,2.3752660559095573
2048,8192,16,16,0.001381,32,868225,56900000000,1073741824,52.99225449562073,2.245291,2.2304257100863345
1024,9552,16,8,0.002762,736,9440,14200000000,268304384,52.92496450598437,2.471626,2.4658434161911726
2048,8192,16,16,0.0004883,512,54264,56900000000,1073741824,52.99225449562073,2.127818,2.13807711330834
1280,9472,10,10,0.00138,256,43392,22700000000,429260800,52.88160484255725,2.355213,2.326188192224932
2048,8192,16,16,0.0004883,32,868225,56900000000,1073741824,52.99225449562073,2.200714,2.182660974706196
1024,9552,16,8,0.0009766,512,13570,14200000000,268304384,52.92496450598437,2.491932,2.4781645893613438
960,9368,15,7,0.01562,2048,2713,11400000000,214663680,53.10632893277521,6.529248,6.531066654926992
1280,9472,10,10,0.0111,32,347137,22700000000,429260800,52.88160484255725,6.958715,7.040732944335836
1280,9472,10,10,0.0156,352,31557,22700000000,429260800,52.88160484255725,6.641747,6.632118273637716
960,9368,15,7,0.002762,32,173645,11400000000,214663680,53.10632893277521,2.489158,2.5531505928618667
960,9368,15,7,0.002762,64,86822,11400000000,214663680,53.10632893277521,2.483029,2.5060001295815173
1280,9048,10,13,0.000345,1024,13566,28400000000,536872960,52.898920444792005,2.3384,2.340346624044288
1024,9552,16,8,0.001953,32,217132,14200000000,268304384,52.92496450598437,2.475161,2.4803534007478567
2048,8192,16,16,0.001381,64,434112,56900000000,1073741824,52.99225449562073,2.172866,2.164639281165657
1280,9048,10,13,0.000488,1024,13566,28400000000,536872960,52.898920444792005,2.321766,2.323934177496358
1024,9552,16,8,0.001953,128,54283,14200000000,268304384,52.92496450598437,2.408393,2.436312504898343
2048,8192,16,16,0.001381,512,54264,56900000000,1073741824,52.99225449562073,2.117742,2.125932316878627
1280,9472,10,10,0.0111,192,57856,22700000000,429260800,52.88160484255725,2.500139,2.448254895322898
1280,9472,10,10,0.0156,192,57856,22700000000,429260800,52.88160484255725,6.870028,6.84259347619822
1280,9472,10,10,0.000345,64,173568,22700000000,429260800,52.88160484255725,2.345753,2.355180014660365
960,9368,15,7,0.007812,512,10852,11400000000,214663680,53.10632893277521,2.557556,2.541731059421463
2048,8192,16,16,0.0006905,128,217056,56900000000,1073741824,52.99225449562073,2.131032,2.1264372178816804
1024,9552,16,8,0.002762,512,13570,14200000000,268304384,52.92496450598437,2.466129,2.451196387174156
1280,9048,10,13,0.00276,256,54264,28400000000,536872960,52.898920444792005,2.288858,2.26834232777981
1024,9552,16,8,0.0221,256,27141,14200000000,268304384,52.92496450598437,6.747594,6.724718586648889
1280,9048,10,13,0.00552,1024,13566,28400000000,536872960,52.898920444792005,2.32289,2.3248110201690726
1280,9048,10,13,0.0156,352,39464,28400000000,536872960,52.898920444792005,2.525398,2.5315554910242275
1024,9552,16,8,0.0006905,1024,6785,14200000000,268304384,52.92496450598437,2.519344,2.528841171231639
1280,9048,10,13,0.000977,256,54264,28400000000,536872960,52.898920444792005,2.29102,2.2716251226096302
1024,9552,16,8,0.005524,352,19739,14200000000,268304384,52.92496450598437,2.482065,2.469297299158208
1024,9552,16,8,0.001953,736,9440,14200000000,268304384,52.92496450598437,2.476232,2.4712756982017607
1280,9048,10,13,0.000977,1024,13566,28400000000,536872960,52.898920444792005,2.302297,2.3048171015903343
1280,9048,10,13,0.000977,352,39464,28400000000,536872960,52.898920444792005,2.265725,2.27578074910449
1024,9552,16,8,0.0004883,1024,6785,14200000000,268304384,52.92496450598437,2.534007,2.5443003889296705
1024,9552,16,8,0.005524,32,217132,14200000000,268304384,52.92496450598437,2.566639,2.5740810129980627
1280,9472,10,10,0.00195,2048,5424,22700000000,429260800,52.88160484255725,2.401979,2.398695332696671
1280,9472,10,10,0.0111,352,31557,22700000000,429260800,52.88160484255725,2.412186,2.414874495252938
1024,9552,16,8,0.0004883,736,9440,14200000000,268304384,52.92496450598437,2.527289,2.5224357361633443
1280,9472,10,10,0.00552,192,57856,22700000000,429260800,52.88160484255725,2.405481,2.351444861953231
1280,9048,10,13,0.00138,736,18874,28400000000,536872960,52.898920444792005,2.277797,2.288233120837961
1024,9552,16,8,0.0221,2048,3392,14200000000,268304384,52.92496450598437,6.786051,6.783587861272137
1280,9472,10,10,0.000488,32,347137,22700000000,429260800,52.88160484255725,2.437477,2.3737188907035915
1280,9472,10,10,0.000691,192,57856,22700000000,429260800,52.88160484255725,2.391228,2.33679065179917
1280,9472,10,10,0.000488,1024,10848,22700000000,429260800,52.88160484255725,2.401931,2.389799623787658
960,9368,15,7,0.0221,736,7549,11400000000,214663680,53.10632893277521,6.803935,6.79469767479362
1024,9552,16,8,0.0009766,32,217132,14200000000,268304384,52.92496450598437,2.461277,2.4665781511720417
2048,8192,16,16,0.001953,128,217056,56900000000,1073741824,52.99225449562073,2.146038,2.139676574548929
1280,9048,10,13,0.00781,256,54264,28400000000,536872960,52.898920444792005,2.346505,2.325107396265957
1024,9552,16,8,0.0221,192,36188,14200000000,268304384,52.92496450598437,6.39047,6.400342060071551
1280,9472,10,10,0.00138,64,173568,22700000000,429260800,52.88160484255725,2.335302,2.3476380688861864
1024,9552,16,8,0.003906,32,217132,14200000000,268304384,52.92496450598437,2.526358,2.534736901614097
1280,9048,10,13,0.00276,1024,13566,28400000000,536872960,52.898920444792005,2.297887,2.299970128015744
960,9368,15,7,0.005524,64,86822,11400000000,214663680,53.10632893277521,2.521728,2.5401703914375893
1280,9048,10,13,0.000691,512,27132,28400000000,536872960,52.898920444792005,2.294481,2.291407468493858
1024,9552,16,8,0.0004883,192,36188,14200000000,268304384,52.92496450598437,2.438663,2.473535929797725
1280,9048,10,13,0.000488,2048,6783,28400000000,536872960,52.898920444792005,2.37767,2.366831130116512
1280,9472,10,10,0.0111,2048,5424,22700000000,429260800,52.88160484255725,7.057731,7.048167616652459
1280,9048,10,13,0.000977,64,217056,28400000000,536872960,52.898920444792005,2.166767,2.2856431741519923
1280,9472,10,10,0.000345,192,57856,22700000000,429260800,52.88160484255725,2.406835,2.3523439727801936
1024,9552,16,8,0.0006905,512,13570,14200000000,268304384,52.92496450598437,2.502714,2.4880241854099423
1280,9472,10,10,0.00552,32,347137,22700000000,429260800,52.88160484255725,2.607158,2.5502034114550414
1280,9472,10,10,0.000345,512,21696,22700000000,429260800,52.88160484255725,2.401401,2.375662867004735
1280,9048,10,13,0.000345,128,108528,28400000000,536872960,52.898920444792005,2.217773,2.2893723758509577
1280,9048,10,13,0.000691,192,72352,28400000000,536872960,52.898920444792005,2.244709,2.277089208445745
960,9368,15,7,0.0006905,64,86822,11400000000,214663680,53.10632893277521,2.48995,2.5111724704794334
1280,9048,10,13,0.0111,736,18874,28400000000,536872960,52.898920444792005,7.003089,7.0232290695038095
1280,9472,10,10,0.00276,192,57856,22700000000,429260800,52.88160484255725,2.38166,2.326967977998578
1280,9048,10,13,0.000977,736,18874,28400000000,536872960,52.898920444792005,2.282283,2.292828008400526
1280,9472,10,10,0.000345,2048,5424,22700000000,429260800,52.88160484255725,2.470826,2.467728764734557
1024,9552,16,8,0.0004883,32,217132,14200000000,268304384,52.92496450598437,2.466507,2.4677065240135034
960,9368,15,7,0.002762,128,43411,11400000000,214663680,53.10632893277521,2.464136,2.48590715100218
1280,9472,10,10,0.00195,256,43392,22700000000,429260800,52.88160484255725,2.35813,2.3280136326410013
1280,9472,10,10,0.000977,96,115712,22700000000,429260800,52.88160484255725,2.37909,2.336048402971761
1280,9472,10,10,0.00276,2048,5424,22700000000,429260800,52.88160484255725,2.403789,2.40036910272381
960,9368,15,7,0.0004883,128,43411,11400000000,214663680,53.10632893277521,2.502225,2.52576114142207
2048,8192,16,16,0.001953,64,434112,56900000000,1073741824,52.99225449562073,2.192744,2.181729669839501
2048,8192,16,16,0.0004883,2048,13566,56900000000,1073741824,52.99225449562073,2.172887,2.1731676486046423
1280,9472,10,10,0.000977,32,347137,22700000000,429260800,52.88160484255725,2.445374,2.381521554443929
2048,8192,16,16,0.0006905,64,434112,56900000000,1073741824,52.99225449562073,2.15391,2.1455135422094447
1280,9048,10,13,0.000977,32,434112,28400000000,536872960,52.898920444792005,2.205507,2.323087929034746
1024,9552,16,8,0.001953,512,13570,14200000000,268304384,52.92496450598437,2.468602,2.454013104021783
1280,9472,10,10,0.00138,128,86784,22700000000,429260800,52.88160484255725,2.383717,2.328589730076857
960,9368,15,7,0.003906,736,7549,11400000000,214663680,53.10632893277521,2.527373,2.5267490395664027
1280,9048,10,13,0.00195,736,18874,28400000000,536872960,52.898920444792005,2.276871,2.2871847122729183
1280,9472,10,10,0.00781,32,347137,22700000000,429260800,52.88160484255725,2.65069,2.596964475015838
1280,9048,10,13,0.0111,352,39464,28400000000,536872960,52.898920444792005,2.433173,2.4401513114426474
960,9368,15,7,0.01105,512,10852,11400000000,214663680,53.10632893277521,2.572145,2.557796681173304
2048,8192,16,16,0.001381,192,144704,56900000000,1073741824,52.99225449562073,2.124844,2.1239676381723136
960,9368,15,7,0.003906,256,21705,11400000000,214663680,53.10632893277521,2.464449,2.4899993466593764
2048,8192,16,16,0.0009766,1024,27132,56900000000,1073741824,52.99225449562073,2.142989,2.13856242247359
1280,9048,10,13,0.00138,2048,6783,28400000000,536872960,52.898920444792005,2.339,2.3288309088551085
1024,9552,16,8,0.0004883,512,13570,14200000000,268304384,52.92496450598437,2.51657,2.503253602917727
1024,9552,16,8,0.0009766,2048,3392,14200000000,268304384,52.92496450598437,2.574949,2.584892926806011
1024,9552,16,8,0.01105,192,36188,14200000000,268304384,52.92496450598437,2.480961,2.519306522880072
1280,9048,10,13,0.0111,192,72352,28400000000,536872960,52.898920444792005,2.48641,2.516058909313811
2048,8192,16,16,0.0006905,2048,13566,56900000000,1073741824,52.99225449562073,2.167219,2.1674885476595795
1280,9472,10,10,0.00138,512,21696,22700000000,429260800,52.88160484255725,2.369029,2.34352562120298
1024,9552,16,8,0.003906,736,9440,14200000000,268304384,52.92496450598437,2.471489,2.4670337702649543
1280,9048,10,13,0.000345,64,217056,28400000000,536872960,52.898920444792005,2.166185,2.2907112206878595
2048,8192,16,16,0.001953,32,868225,56900000000,1073741824,52.99225449562073,2.274161,2.25617551740858
1280,9048,10,13,0.00391,32,434112,28400000000,536872960,52.898920444792005,2.30845,2.426961430321684
1280,9048,10,13,0.00195,2048,6783,28400000000,536872960,52.898920444792005,2.336818,2.3270062935156526
960,9368,15,7,0.002762,256,21705,11400000000,214663680,53.10632893277521,2.46321,2.4887990756842986
1024,9552,16,8,0.001381,192,36188,14200000000,268304384,52.92496450598437,2.408548,2.4431979899516123
960,9368,15,7,0.0009766,64,86822,11400000000,214663680,53.10632893277521,2.483642,2.5054389499643124
1024,9552,16,8,0.01105,512,13570,14200000000,268304384,52.92496450598437,2.527388,2.513735014356796
1280,9048,10,13,0.000488,128,108528,28400000000,536872960,52.898920444792005,2.210151,2.2823096910176908
960,9368,15,7,0.001953,736,7549,11400000000,214663680,53.10632893277521,2.531522,2.5310892134964704
1024,9552,16,8,0.003906,128,54283,14200000000,268304384,52.92496450598437,2.414066,2.441155625966476
960,9368,15,7,0.01105,2048,2713,11400000000,214663680,53.10632893277521,2.690444,2.6981060604390144
1024,9552,16,8,0.001953,352,19739,14200000000,268304384,52.92496450598437,2.457794,2.4430010543535765
960,9368,15,7,0.007812,128,43411,11400000000,214663680,53.10632893277521,2.520296,2.5343744653893263
1280,9048,10,13,0.00138,256,54264,28400000000,536872960,52.898920444792005,2.286186,2.266007776580431
1024,9552,16,8,0.01105,256,27141,14200000000,268304384,52.92496450598437,2.507114,2.5239181407506504
1280,9472,10,10,0.00552,1024,10848,22700000000,429260800,52.88160484255725,2.390446,2.378475692083976
1024,9552,16,8,0.005524,512,13570,14200000000,268304384,52.92496450598437,2.479586,2.4652991304103606
1024,9552,16,8,0.0221,1024,6785,14200000000,268304384,52.92496450598437,6.536524,6.5553738062253535
1280,9472,10,10,0.00195,96,115712,22700000000,429260800,52.88160484255725,2.377763,2.3371255257665764
1024,9552,16,8,0.0006905,128,54283,14200000000,268304384,52.92496450598437,2.428563,2.4567676460231294
960,9368,15,7,0.001381,736,7549,11400000000,214663680,53.10632893277521,2.544914,2.5448227043140967
1280,9048,10,13,0.00195,32,434112,28400000000,536872960,52.898920444792005,2.23778,2.357300102701311
2048,8192,16,16,0.0006905,736,37748,56900000000,1073741824,52.99225449562073,2.138466,2.135941102350197
1280,9472,10,10,0.00781,256,43392,22700000000,429260800,52.88160484255725,2.408575,2.3756389139916645
1280,9472,10,10,0.00781,512,21696,22700000000,429260800,52.88160484255725,2.406183,2.379125632333031
1280,9472,10,10,0.00781,192,57856,22700000000,429260800,52.88160484255725,2.439225,2.387125745807003
960,9368,15,7,0.0221,64,86822,11400000000,214663680,53.10632893277521,6.95436,6.969275109896509
2048,8192,16,16,0.0004883,64,434112,56900000000,1073741824,52.99225449562073,2.151576,2.142638207447236
1280,9472,10,10,0.000345,1024,10848,22700000000,429260800,52.88160484255725,2.420067,2.408041177626665
1024,9552,16,8,0.0006905,32,217132,14200000000,268304384,52.92496450598437,2.46182,2.465000102671762
1280,9472,10,10,0.00138,352,31557,22700000000,429260800,52.88160484255725,2.332266,2.332541621912568
960,9368,15,7,0.001953,352,15785,11400000000,214663680,53.10632893277521,2.492115,2.5035776874492623
960,9368,15,7,0.007812,352,15785,11400000000,214663680,53.10632893277521,2.540549,2.5520129448992024
960,9368,15,7,0.01562,192,28940,11400000000,214663680,53.10632893277521,7.049195,7.031850958725514
1024,9552,16,8,0.0221,512,13570,14200000000,268304384,52.92496450598437,6.676105,6.69890628342804
1280,9048,10,13,0.0156,2048,6783,28400000000,536872960,52.898920444792005,6.499803,6.513346288453054
1024,9552,16,8,0.003906,352,19739,14200000000,268304384,52.92496450598437,2.46204,2.4482841314266417
1280,9048,10,13,0.000691,2048,6783,28400000000,536872960,52.898920444792005,2.365127,2.354814235554503
1280,9048,10,13,0.00781,32,434112,28400000000,536872960,52.898920444792005,2.419572,2.538920797556566
1280,9048,10,13,0.00552,128,108528,28400000000,536872960,52.898920444792005,2.238952,2.31054608507715
960,9368,15,7,0.0221,352,15785,11400000000,214663680,53.10632893277521,6.435555,6.456701410381904
1280,9048,10,13,0.000691,736,18874,28400000000,536872960,52.898920444792005,2.288809,2.299263529386628
1280,9048,10,13,0.00781,352,39464,28400000000,536872960,52.898920444792005,2.308204,2.316070664153858
1024,9552,16,8,0.0221,352,19739,14200000000,268304384,52.92496450598437,7.081798,7.057112213827899
1024,9552,16,8,0.007812,256,27141,14200000000,268304384,52.92496450598437,2.467995,2.485709421337952
1024,9552,16,8,0.01105,64,108566,14200000000,268304384,52.92496450598437,2.494669,2.594427944983732
2048,8192,16,16,0.0009766,256,108528,56900000000,1073741824,52.99225449562073,2.117022,2.124038033464518
1280,9472,10,10,0.000691,1024,10848,22700000000,429260800,52.88160484255725,2.388907,2.376866305621178
960,9368,15,7,0.0009766,32,173645,11400000000,214663680,53.10632893277521,2.456829,2.526235272222638
1280,9048,10,13,0.00552,512,27132,28400000000,536872960,52.898920444792005,2.31031,2.306262471031091
1280,9048,10,13,0.000345,192,72352,28400000000,536872960,52.898920444792005,2.263594,2.2940640886661243
1280,9048,10,13,0.00195,352,39464,28400000000,536872960,52.898920444792005,2.26018,2.2694962521058466
1280,9048,10,13,0.0156,192,72352,28400000000,536872960,52.898920444792005,2.45728,2.487969240719634
1280,9048,10,13,0.000977,2048,6783,28400000000,536872960,52.898920444792005,2.349748,2.3394710643565984
960,9368,15,7,0.007812,2048,2713,11400000000,214663680,53.10632893277521,2.665553,2.6730412783549835
1280,9472,10,10,0.00138,1024,10848,22700000000,429260800,52.88160484255725,2.374384,2.3624139052295323
1280,9048,10,13,0.000488,256,54264,28400000000,536872960,52.898920444792005,2.309114,2.288829548091908
1280,9048,10,13,0.0111,128,108528,28400000000,536872960,52.898920444792005,2.402468,2.4756308836178285
960,9368,15,7,0.0221,32,173645,11400000000,214663680,53.10632893277521,7.071953,7.077580534957664
1280,9472,10,10,0.0156,256,43392,22700000000,429260800,52.88160484255725,2.632895,2.5963280865579645
960,9368,15,7,0.01105,352,15785,11400000000,214663680,53.10632893277521,2.564733,2.57566222039294
1280,9048,10,13,0.00552,32,434112,28400000000,536872960,52.898920444792005,2.410013,2.5287372045046044
960,9368,15,7,0.0004883,32,173645,11400000000,214663680,53.10632893277521,2.458681,2.528481641368234
1280,9472,10,10,0.0156,32,347137,22700000000,429260800,52.88160484255725,6.56154,6.63126878488279
960,9368,15,7,0.001381,512,10852,11400000000,214663680,53.10632893277521,2.544996,2.530443313166057
1280,9048,10,13,0.000691,256,54264,28400000000,536872960,52.898920444792005,2.299652,2.280178450333741
1280,9472,10,10,0.00552,64,173568,22700000000,429260800,52.88160484255725,2.393983,2.411091504685715
1280,9048,10,13,0.0111,512,27132,28400000000,536872960,52.898920444792005,2.388472,2.383831459829196
1280,9048,10,13,0.00276,736,18874,28400000000,536872960,52.898920444792005,2.284572,2.2950667049313704
1280,9472,10,10,0.000691,32,347137,22700000000,429260800,52.88160484255725,2.435821,2.375244317292041
1280,9048,10,13,0.00276,32,434112,28400000000,536872960,52.898920444792005,2.267645,2.384836084612208
1280,9472,10,10,0.0111,512,21696,22700000000,429260800,52.88160484255725,6.682117,6.668755346980233
2048,8192,16,16,0.001953,1024,27132,56900000000,1073741824,52.99225449562073,2.146048,2.1409707174042207
1280,9472,10,10,0.00195,32,347137,22700000000,429260800,52.88160484255725,2.468313,2.407802502937012
1280,9472,10,10,0.00391,128,86784,22700000000,429260800,52.88160484255725,2.39847,2.346497271810969
1024,9552,16,8,0.01562,1024,6785,14200000000,268304384,52.92496450598437,6.570888,6.587645193547964
1280,9048,10,13,0.00391,1024,13566,28400000000,536872960,52.898920444792005,2.313925,2.3155952424525776
1024,9552,16,8,0.01105,1024,6785,14200000000,268304384,52.92496450598437,2.54639,2.5570867611748267
1024,9552,16,8,0.0006905,2048,3392,14200000000,268304384,52.92496450598437,2.584421,2.594434254456159
1280,9048,10,13,0.000488,32,434112,28400000000,536872960,52.898920444792005,2.189135,2.313147963096488
1280,9048,10,13,0.00552,736,18874,28400000000,536872960,52.898920444792005,2.297649,2.3067223783729927
1280,9472,10,10,0.000488,128,86784,22700000000,429260800,52.88160484255725,2.398969,2.3439158235192545
1024,9552,16,8,0.0006905,352,19739,14200000000,268304384,52.92496450598437,2.490993,2.476792798649183
1280,9048,10,13,0.00391,2048,6783,28400000000,536872960,52.898920444792005,2.366383,2.3558439719284205
1024,9552,16,8,0.007812,1024,6785,14200000000,268304384,52.92496450598437,2.488658,2.4979509717383728
1280,9472,10,10,0.00781,64,173568,22700000000,429260800,52.88160484255725,2.443252,2.466083954046767
2048,8192,16,16,0.001953,192,144704,56900000000,1073741824,52.99225449562073,2.129612,2.127957927433457
1280,9472,10,10,0.0111,256,43392,22700000000,429260800,52.88160484255725,2.463632,2.4283597927821434
2048,8192,16,16,0.0009766,192,144704,56900000000,1073741824,52.99225449562073,2.123652,2.123341926392878
1280,9472,10,10,0.000691,96,115712,22700000000,429260800,52.88160484255725,2.381206,2.339708343578655
1024,9552,16,8,0.001381,64,108566,14200000000,268304384,52.92496450598437,2.350966,2.443646172318227
1024,9552,16,8,0.003906,512,13570,14200000000,268304384,52.92496450598437,2.475174,2.4607374253997576
1024,9552,16,8,0.001953,192,36188,14200000000,268304384,52.92496450598437,2.40139,2.4357461625430874
1280,9048,10,13,0.000977,192,72352,28400000000,536872960,52.898920444792005,2.239861,2.270571721625906
960,9368,15,7,0.0004883,736,7549,11400000000,214663680,53.10632893277521,2.590775,2.5896054042415564
1280,9472,10,10,0.000488,256,43392,22700000000,429260800,52.88160484255725,2.374699,2.3464615974266416
1024,9552,16,8,0.005524,736,9440,14200000000,268304384,52.92496450598437,2.489496,2.4849726135004144
2048,8192,16,16,0.001381,736,37748,56900000000,1073741824,52.99225449562073,2.134734,2.131762466063321
1280,9472,10,10,0.00781,96,115712,22700000000,429260800,52.88160484255725,2.459677,2.423470644803857
1280,9472,10,10,0.000691,64,173568,22700000000,429260800,52.88160484255725,2.337439,2.348586928787797
1280,9472,10,10,0.0111,96,115712,22700000000,429260800,52.88160484255725,2.562184,2.5255272920535194
1280,9048,10,13,0.00138,32,434112,28400000000,536872960,52.898920444792005,2.219167,2.3377169428327638
1280,9048,10,13,0.000977,512,27132,28400000000,536872960,52.898920444792005,2.283354,2.282136730212849
960,9368,15,7,0.001381,1024,5426,11400000000,214663680,53.10632893277521,2.566567,2.5725893416985017
960,9368,15,7,0.0009766,128,43411,11400000000,214663680,53.10632893277521,2.482751,2.505639833884634
1280,9048,10,13,0.00391,192,72352,28400000000,536872960,52.898920444792005,2.251158,2.280164537146193
960,9368,15,7,0.007812,736,7549,11400000000,214663680,53.10632893277521,2.554986,2.553807417894672
960,9368,15,7,0.001381,32,173645,11400000000,214663680,53.10632893277521,2.461626,2.528352698539299
960,9368,15,7,0.003906,64,86822,11400000000,214663680,53.10632893277521,2.503133,2.5247486061389712
1280,9048,10,13,0.00552,64,217056,28400000000,536872960,52.898920444792005,2.23992,2.3557383267940453
2048,8192,16,16,0.0004883,192,144704,56900000000,1073741824,52.99225449562073,2.127996,2.1283588263715534
1280,9048,10,13,0.000345,352,39464,28400000000,536872960,52.898920444792005,2.2957,2.304886909060146
960,9368,15,7,0.0009766,1024,5426,11400000000,214663680,53.10632893277521,2.571986,2.5781041013472663
2048,8192,16,16,0.0009766,352,78929,56900000000,1073741824,52.99225449562073,2.103692,2.1225111103603376
1280,9048,10,13,0.00276,64,217056,28400000000,536872960,52.898920444792005,2.196265,2.313581377490188
1280,9472,10,10,0.000977,512,21696,22700000000,429260800,52.88160484255725,2.37318,2.346851834264182
960,9368,15,7,0.002762,736,7549,11400000000,214663680,53.10632893277521,2.519558,2.5194549470664303
960,9368,15,7,0.01105,256,21705,11400000000,214663680,53.10632893277521,2.555444,2.5839142586331656
1280,9472,10,10,0.000345,352,31557,22700000000,429260800,52.88160484255725,2.363261,2.3638012351885664
1280,9472,10,10,0.000977,256,43392,22700000000,429260800,52.88160484255725,2.358646,2.330616046457424
1280,9472,10,10,0.00781,128,86784,22700000000,429260800,52.88160484255725,2.457128,2.4055489994194823
1024,9552,16,8,0.0009766,192,36188,14200000000,268304384,52.92496450598437,2.418017,2.452542827314459
1280,9472,10,10,0.000488,64,173568,22700000000,429260800,52.88160484255725,2.338171,2.350533291364848
1024,9552,16,8,0.007812,512,13570,14200000000,268304384,52.92496450598437,2.498398,2.484196986658508
1280,9048,10,13,0.00276,352,39464,28400000000,536872960,52.898920444792005,2.261177,2.270165401606593
960,9368,15,7,0.001953,1024,5426,11400000000,214663680,53.10632893277521,2.548924,2.554663230849032
1280,9472,10,10,0.000488,2048,5424,22700000000,429260800,52.88160484255725,2.442517,2.439213724272
1024,9552,16,8,0.005524,64,108566,14200000000,268304384,52.92496450598437,2.402878,2.4983698239670646
960,9368,15,7,0.01562,64,86822,11400000000,214663680,53.10632893277521,2.731189,2.747770713775504
1024,9552,16,8,0.001381,32,217132,14200000000,268304384,52.92496450598437,2.468382,2.471996729343205
1280,9048,10,13,0.000488,512,27132,28400000000,536872960,52.898920444792005,2.303498,2.3010750035349847
1280,9472,10,10,0.00391,192,57856,22700000000,429260800,52.88160484255725,2.389179,2.334793454621545
960,9368,15,7,0.0004883,2048,2713,11400000000,214663680,53.10632893277521,2.697289,2.704545294855442
1280,9048,10,13,0.00781,736,18874,28400000000,536872960,52.898920444792005,2.36187,2.3711121989985213
960,9368,15,7,0.0004883,1024,5426,11400000000,214663680,53.10632893277521,2.610302,2.6159183981494283
960,9368,15,7,0.002762,352,15785,11400000000,214663680,53.10632893277521,2.48429,2.494951402080181
1280,9472,10,10,0.00276,512,21696,22700000000,429260800,52.88160484255725,2.364569,2.3391732041047986
960,9368,15,7,0.003906,512,10852,11400000000,214663680,53.10632893277521,2.519002,2.504915901156203
1280,9048,10,13,0.0111,2048,6783,28400000000,536872960,52.898920444792005,6.771572,6.788525126337393
960,9368,15,7,0.01562,352,15785,11400000000,214663680,53.10632893277521,6.82606,6.845232786617584
1024,9552,16,8,0.0004883,64,108566,14200000000,268304384,52.92496450598437,2.363179,2.4581345639031174
1024,9552,16,8,0.01562,64,108566,14200000000,268304384,52.92496450598437,4.080353,4.176779396922198
1280,9472,10,10,0.00781,2048,5424,22700000000,429260800,52.88160484255725,2.474629,2.471377222534465
1280,9472,10,10,0.00391,352,31557,22700000000,429260800,52.88160484255725,2.334344,2.334795879867354
1280,9048,10,13,0.00781,1024,13566,28400000000,536872960,52.898920444792005,2.346902,2.3485575938829566
1280,9472,10,10,0.00781,1024,10848,22700000000,429260800,52.88160484255725,2.417021,2.4047682170041784
960,9368,15,7,0.01562,1024,5426,11400000000,214663680,53.10632893277521,6.57279,6.577974623979158
2048,8192,16,16,0.001381,128,217056,56900000000,1073741824,52.99225449562073,2.136734,2.1317537058293703
1024,9552,16,8,0.01562,736,9440,14200000000,268304384,52.92496450598437,6.440664,6.451658257606704
1280,9048,10,13,0.00391,512,27132,28400000000,536872960,52.898920444792005,2.290447,2.286646258429758
1280,9472,10,10,0.0156,128,86784,22700000000,429260800,52.88160484255725,6.761638,6.708508270594227
960,9368,15,7,0.003906,2048,2713,11400000000,214663680,53.10632893277521,2.614273,2.6219134639457327
1024,9552,16,8,0.002762,128,54283,14200000000,268304384,52.92496450598437,2.405972,2.4330188889109983
960,9368,15,7,0.0004883,512,10852,11400000000,214663680,53.10632893277521,2.580091,2.5665961302826563
2048,8192,16,16,0.0009766,32,868225,56900000000,1073741824,52.99225449562073,2.227647,2.211074295293669
1024,9552,16,8,0.01105,736,9440,14200000000,268304384,52.92496450598437,2.541043,2.537503432639828
